,support,itemsets,length,country
17450,0.2,"('park', 'beach')",2,sweden
17451,0.2,"('steep', 'park')",2,sweden
17452,0.2,"('forest', 'park')",2,sweden
17453,0.2,"('bear', 'park')",2,sweden
17574,0.8,"('town', 'building')",2,sweden
17575,0.6,"('town', 'office')",2,sweden
17576,0.5,"('office', 'building')",2,sweden
17577,0.4,"('house', 'office')",2,sweden
17582,0.4,"('office', 'ground')",2,sweden
17583,0.4,"('town', 'ground')",2,sweden
17584,0.3,"('store', 'ground')",2,sweden
17585,0.3,"('building', 'ground')",2,sweden
17586,0.2,"('exhibition', 'ground')",2,sweden
17587,0.2,"('restaurant', 'ground')",2,sweden
17588,0.3,"('bear', 'ground')",2,sweden
17589,0.3,"('house', 'ground')",2,sweden
17693,0.4,"('coast', 'office')",2,sweden
17694,0.4,"('town', 'coast')",2,sweden
17695,0.4,"('coast', 'building')",2,sweden
17696,0.3,"('coast', 'ground')",2,sweden
17697,0.3,"('store', 'coast')",2,sweden
17698,0.2,"('mix', 'coast')",2,sweden
17699,0.2,"('coast', 'island')",2,sweden
17700,0.2,"('exhibition', 'coast')",2,sweden
17701,0.2,"('coast', 'restaurant')",2,sweden
17702,0.2,"('bear', 'coast')",2,sweden
17703,0.2,"('coast', 'house')",2,sweden
18300,0.3,"('mix', 'city')",2,sweden
18301,0.3,"('city', 'restaurant')",2,sweden
18302,0.3,"('town', 'city')",2,sweden
18303,0.3,"('city', 'building')",2,sweden
18304,0.2,"('shop', 'city')",2,sweden
18305,0.2,"('city', 'coast')",2,sweden
18306,0.2,"('city', 'island')",2,sweden
18307,0.2,"('city', 'ground')",2,sweden
18308,0.2,"('store', 'city')",2,sweden
18309,0.2,"('exhibition', 'city')",2,sweden
18310,0.2,"('city', 'office')",2,sweden
18311,0.2,"('show', 'city')",2,sweden
18312,0.2,"('city', 'house')",2,sweden
20395,0.3,"('animal', 'city')",2,sweden
20396,0.3,"('animal', 'mix')",2,sweden
20397,0.3,"('animal', 'restaurant')",2,sweden
20398,0.3,"('town', 'animal')",2,sweden
20399,0.3,"('animal', 'building')",2,sweden
20400,0.2,"('shop', 'animal')",2,sweden
20401,0.2,"('animal', 'coast')",2,sweden
20402,0.2,"('animal', 'island')",2,sweden
20403,0.2,"('animal', 'ground')",2,sweden
20404,0.2,"('animal', 'store')",2,sweden
20405,0.2,"('exhibition', 'animal')",2,sweden
20406,0.2,"('animal', 'office')",2,sweden
20407,0.2,"('animal', 'show')",2,sweden
20408,0.2,"('animal', 'house')",2,sweden
24586,0.3,"('town', 'seat')",2,sweden
24587,0.2,"('animal', 'seat')",2,sweden
24588,0.2,"('city', 'seat')",2,sweden
24589,0.2,"('steep', 'seat')",2,sweden
24590,0.2,"('mix', 'seat')",2,sweden
24591,0.2,"('ground', 'seat')",2,sweden
24592,0.2,"('restaurant', 'seat')",2,sweden
24593,0.2,"('office', 'seat')",2,sweden
24594,0.2,"('building', 'seat')",2,sweden
24595,0.2,"('house', 'seat')",2,sweden
24665,0.2,"('animal', 'boutique')",2,sweden
24666,0.2,"('city', 'boutique')",2,sweden
24667,0.2,"('shop', 'boutique')",2,sweden
24668,0.2,"('coast', 'boutique')",2,sweden
24669,0.2,"('mix', 'boutique')",2,sweden
24670,0.2,"('island', 'boutique')",2,sweden
24671,0.2,"('boutique', 'ground')",2,sweden
24672,0.2,"('store', 'boutique')",2,sweden
24673,0.2,"('exhibition', 'boutique')",2,sweden
24674,0.2,"('restaurant', 'boutique')",2,sweden
24675,0.2,"('boutique', 'office')",2,sweden
24676,0.2,"('town', 'boutique')",2,sweden
24677,0.2,"('boutique', 'building')",2,sweden
32856,0.2,"('canal', 'boutique')",2,sweden
32857,0.2,"('animal', 'canal')",2,sweden
32858,0.2,"('canal', 'city')",2,sweden
32859,0.2,"('shop', 'canal')",2,sweden
32860,0.2,"('canal', 'coast')",2,sweden
32861,0.2,"('mix', 'canal')",2,sweden
32862,0.2,"('canal', 'island')",2,sweden
32863,0.2,"('canal', 'ground')",2,sweden
32864,0.2,"('store', 'canal')",2,sweden
32865,0.2,"('exhibition', 'canal')",2,sweden
32866,0.2,"('canal', 'restaurant')",2,sweden
32867,0.2,"('canal', 'office')",2,sweden
32868,0.2,"('town', 'canal')",2,sweden
32869,0.2,"('canal', 'building')",2,sweden
49239,0.2,"('architecture', 'seat')",2,sweden
49240,0.2,"('architecture', 'animal')",2,sweden
49241,0.2,"('architecture', 'city')",2,sweden
49242,0.2,"('architecture', 'mix')",2,sweden
49243,0.2,"('architecture', 'restaurant')",2,sweden
49244,0.2,"('town', 'architecture')",2,sweden
49245,0.2,"('architecture', 'building')",2,sweden
49366,0.2,"('island', 'farm')",2,sweden
49367,0.2,"('store', 'farm')",2,sweden
49368,0.2,"('exhibition', 'farm')",2,sweden
49369,0.2,"('farm', 'restaurant')",2,sweden
49370,0.2,"('farm', 'office')",2,sweden
49371,0.2,"('town', 'farm')",2,sweden
49372,0.2,"('farm', 'building')",2,sweden
49493,0.2,"('steep', 'waffle')",2,sweden
49494,0.2,"('waffle', 'coast')",2,sweden
49495,0.2,"('waffle', 'ground')",2,sweden
49496,0.2,"('store', 'waffle')",2,sweden
49497,0.2,"('waffle', 'office')",2,sweden
49498,0.2,"('town', 'waffle')",2,sweden
49499,0.2,"('waffle', 'building')",2,sweden
49620,0.2,"('exhibition', 'plant')",2,sweden
49621,0.2,"('town', 'plant')",2,sweden
49622,0.2,"('plant', 'building')",2,sweden
49627,0.2,"('human', 'waffle')",2,sweden
49628,0.2,"('human', 'steep')",2,sweden
49629,0.2,"('human', 'coast')",2,sweden
49630,0.2,"('human', 'ground')",2,sweden
49631,0.2,"('human', 'store')",2,sweden
49632,0.2,"('human', 'office')",2,sweden
49633,0.2,"('human', 'town')",2,sweden
49634,0.2,"('human', 'building')",2,sweden
49882,0.7,"('town', 'house')",2,sweden
49883,0.6,"('house', 'building')",2,sweden
49885,0.4,"('show', 'house')",2,sweden
49886,0.4,"('town', 'show')",2,sweden
49887,0.4,"('show', 'building')",2,sweden
49888,0.3,"('show', 'overlook')",2,sweden
49889,0.2,"('show', 'approach')",2,sweden
49890,0.2,"('show', 'coast')",2,sweden
49891,0.2,"('show', 'ground')",2,sweden
49892,0.2,"('bear', 'show')",2,sweden
49893,0.2,"('store', 'show')",2,sweden
49894,0.2,"('show', 'office')",2,sweden
49895,0.2,"('show', 'mix')",2,sweden
49896,0.2,"('exhibition', 'show')",2,sweden
49897,0.2,"('show', 'restaurant')",2,sweden
50948,0.3,"('lakeside', 'forest')",2,sweden
50949,0.3,"('bear', 'lakeside')",2,sweden
50950,0.3,"('lakeside', 'office')",2,sweden
50951,0.3,"('lakeside', 'house')",2,sweden
50952,0.3,"('town', 'lakeside')",2,sweden
50953,0.2,"('lakeside', 'draw')",2,sweden
50954,0.2,"('lakeside', 'steep')",2,sweden
50955,0.2,"('lakeside', 'approach')",2,sweden
50956,0.2,"('lakeside', 'ground')",2,sweden
50957,0.2,"('lakeside', 'store')",2,sweden
50958,0.2,"('lakeside', 'building')",2,sweden
51427,0.3,"('lakeside', 'cottage')",2,sweden
51428,0.3,"('forest', 'cottage')",2,sweden
51429,0.3,"('bear', 'cottage')",2,sweden
51430,0.3,"('cottage', 'office')",2,sweden
51431,0.3,"('house', 'cottage')",2,sweden
51432,0.3,"('town', 'cottage')",2,sweden
51433,0.2,"('draw', 'cottage')",2,sweden
51434,0.2,"('steep', 'cottage')",2,sweden
51435,0.2,"('approach', 'cottage')",2,sweden
51436,0.2,"('cottage', 'ground')",2,sweden
51437,0.2,"('store', 'cottage')",2,sweden
51438,0.2,"('cottage', 'building')",2,sweden
51439,0.2,"('land', 'cottage')",2,sweden
52450,0.3,"('reindeer', 'house')",2,sweden
52451,0.3,"('reindeer', 'town')",2,sweden
52452,0.3,"('reindeer', 'building')",2,sweden
52453,0.2,"('reindeer', 'cottage')",2,sweden
52454,0.2,"('reindeer', 'lakeside')",2,sweden
52455,0.2,"('reindeer', 'approach')",2,sweden
52456,0.2,"('reindeer', 'forest')",2,sweden
52457,0.2,"('bear', 'reindeer')",2,sweden
52458,0.2,"('reindeer', 'store')",2,sweden
52459,0.2,"('reindeer', 'office')",2,sweden
53473,0.3,"('bridge', 'approach')",2,sweden
53474,0.3,"('bear', 'bridge')",2,sweden
53475,0.3,"('bridge', 'store')",2,sweden
53476,0.3,"('bridge', 'office')",2,sweden
53477,0.3,"('bridge', 'house')",2,sweden
53478,0.3,"('bridge', 'town')",2,sweden
53479,0.3,"('bridge', 'building')",2,sweden
53480,0.2,"('bridge', 'reindeer')",2,sweden
53481,0.2,"('bridge', 'cottage')",2,sweden
53482,0.2,"('bridge', 'lakeside')",2,sweden
53483,0.2,"('bridge', 'show')",2,sweden
53484,0.2,"('bridge', 'forest')",2,sweden
53485,0.2,"('bridge', 'overlook')",2,sweden
53486,0.2,"('bridge', 'coast')",2,sweden
53487,0.2,"('bridge', 'ground')",2,sweden
53488,0.2,"('river', 'bridge')",2,sweden
53489,0.2,"('bridge', 'harbour')",2,sweden
53490,0.2,"('bridge', 'island')",2,sweden
53491,0.2,"('exhibition', 'bridge')",2,sweden
53492,0.2,"('bridge', 'restaurant')",2,sweden
61408,0.2,"('countryside', 'cottage')",2,sweden
61409,0.2,"('countryside', 'lakeside')",2,sweden
61410,0.2,"('countryside', 'draw')",2,sweden
61411,0.2,"('countryside', 'steep')",2,sweden
61412,0.2,"('countryside', 'forest')",2,sweden
61413,0.2,"('countryside', 'ground')",2,sweden
61414,0.2,"('bear', 'countryside')",2,sweden
61415,0.2,"('countryside', 'office')",2,sweden
61416,0.2,"('countryside', 'house')",2,sweden
61417,0.2,"('countryside', 'town')",2,sweden
62431,0.2,"('show', 'climb')",2,sweden
62432,0.2,"('house', 'climb')",2,sweden
62433,0.2,"('town', 'climb')",2,sweden
62434,0.2,"('climb', 'building')",2,sweden
62446,0.2,"('bridge', 'waterfall')",2,sweden
62447,0.2,"('reindeer', 'waterfall')",2,sweden
62448,0.2,"('waterfall', 'cottage')",2,sweden
62449,0.2,"('lakeside', 'waterfall')",2,sweden
62450,0.2,"('waterfall', 'approach')",2,sweden
62451,0.2,"('waterfall', 'forest')",2,sweden
62452,0.2,"('bear', 'waterfall')",2,sweden
62453,0.2,"('waterfall', 'store')",2,sweden
62454,0.2,"('waterfall', 'office')",2,sweden
62455,0.2,"('waterfall', 'house')",2,sweden
62456,0.2,"('town', 'waterfall')",2,sweden
62457,0.2,"('waterfall', 'building')",2,sweden
66541,0.2,"('bridge', 'shallow')",2,sweden
66542,0.2,"('shallow', 'show')",2,sweden
66543,0.2,"('shallow', 'approach')",2,sweden
66544,0.2,"('shallow', 'overlook')",2,sweden
66545,0.2,"('shallow', 'coast')",2,sweden
66546,0.2,"('shallow', 'ground')",2,sweden
66547,0.2,"('bear', 'shallow')",2,sweden
66548,0.2,"('store', 'shallow')",2,sweden
66549,0.2,"('shallow', 'office')",2,sweden
66550,0.2,"('shallow', 'house')",2,sweden
66551,0.2,"('town', 'shallow')",2,sweden
66552,0.2,"('shallow', 'building')",2,sweden
70636,0.2,"('countryside', 'produce')",2,sweden
70637,0.2,"('produce', 'cottage')",2,sweden
70638,0.2,"('lakeside', 'produce')",2,sweden
70639,0.2,"('draw', 'produce')",2,sweden
70640,0.2,"('steep', 'produce')",2,sweden
70641,0.2,"('forest', 'produce')",2,sweden
70642,0.2,"('produce', 'ground')",2,sweden
70643,0.2,"('bear', 'produce')",2,sweden
70644,0.2,"('produce', 'office')",2,sweden
70645,0.2,"('house', 'produce')",2,sweden
70646,0.2,"('town', 'produce')",2,sweden
72683,0.2,"('municipality', 'produce')",2,sweden
72684,0.2,"('countryside', 'municipality')",2,sweden
72685,0.2,"('municipality', 'cottage')",2,sweden
72686,0.2,"('lakeside', 'municipality')",2,sweden
72687,0.2,"('municipality', 'draw')",2,sweden
72688,0.2,"('steep', 'municipality')",2,sweden
72689,0.2,"('municipality', 'forest')",2,sweden
72690,0.2,"('municipality', 'ground')",2,sweden
72691,0.2,"('bear', 'municipality')",2,sweden
72692,0.2,"('municipality', 'office')",2,sweden
72693,0.2,"('municipality', 'house')",2,sweden
72694,0.2,"('town', 'municipality')",2,sweden
76778,0.2,"('waterfall', 'mosquito')",2,sweden
76779,0.2,"('bridge', 'mosquito')",2,sweden
76780,0.2,"('reindeer', 'mosquito')",2,sweden
76781,0.2,"('mosquito', 'cottage')",2,sweden
76782,0.2,"('lakeside', 'mosquito')",2,sweden
76783,0.2,"('mosquito', 'approach')",2,sweden
76784,0.2,"('mosquito', 'forest')",2,sweden
76785,0.2,"('bear', 'mosquito')",2,sweden
76786,0.2,"('mosquito', 'store')",2,sweden
76787,0.2,"('mosquito', 'office')",2,sweden
76788,0.2,"('mosquito', 'house')",2,sweden
76789,0.2,"('town', 'mosquito')",2,sweden
76790,0.2,"('mosquito', 'building')",2,sweden
84969,0.2,"('marshland', 'shallow')",2,sweden
84970,0.2,"('bridge', 'marshland')",2,sweden
84971,0.2,"('marshland', 'show')",2,sweden
84972,0.2,"('marshland', 'approach')",2,sweden
84973,0.2,"('marshland', 'overlook')",2,sweden
84974,0.2,"('marshland', 'coast')",2,sweden
84975,0.2,"('marshland', 'ground')",2,sweden
84976,0.2,"('bear', 'marshland')",2,sweden
84977,0.2,"('marshland', 'store')",2,sweden
84978,0.2,"('marshland', 'office')",2,sweden
84979,0.2,"('marshland', 'house')",2,sweden
84980,0.2,"('marshland', 'town')",2,sweden
84981,0.2,"('marshland', 'building')",2,sweden
93160,0.2,"('coast', 'wetland')",2,sweden
93161,0.2,"('office', 'wetland')",2,sweden
93162,0.2,"('town', 'wetland')",2,sweden
93163,0.2,"('building', 'wetland')",2,sweden
93175,0.2,"('mountain', 'house')",2,sweden
93176,0.2,"('mountain', 'town')",2,sweden
93178,0.3,"('resort', 'house')",2,sweden
93179,0.3,"('resort', 'town')",2,sweden
93180,0.2,"('resort', 'cottage')",2,sweden
93181,0.2,"('resort', 'land')",2,sweden
93182,0.2,"('resort', 'lakeside')",2,sweden
93183,0.2,"('resort', 'hostel')",2,sweden
93184,0.2,"('resort', 'beach')",2,sweden
93185,0.2,"('resort', 'forest')",2,sweden
93186,0.2,"('bear', 'resort')",2,sweden
93187,0.2,"('resort', 'office')",2,sweden
93188,0.2,"('resort', 'swim')",2,sweden
93189,0.2,"('exhibition', 'resort')",2,sweden
93190,0.2,"('resort', 'building')",2,sweden
93473,0.2,"('bank', 'beach')",2,sweden
93474,0.2,"('bank', 'ground')",2,sweden
93475,0.2,"('bear', 'bank')",2,sweden
93476,0.2,"('bank', 'office')",2,sweden
93477,0.2,"('house', 'bank')",2,sweden
93478,0.2,"('town', 'bank')",2,sweden
93536,0.2,"('resort', 'campsite')",2,sweden
93537,0.2,"('cottage', 'campsite')",2,sweden
93538,0.2,"('land', 'campsite')",2,sweden
93539,0.2,"('lakeside', 'campsite')",2,sweden
93540,0.2,"('forest', 'campsite')",2,sweden
93541,0.2,"('bear', 'campsite')",2,sweden
93542,0.2,"('office', 'campsite')",2,sweden
93543,0.2,"('house', 'campsite')",2,sweden
93544,0.2,"('town', 'campsite')",2,sweden
94047,0.2,"('resort', 'promontory')",2,sweden
94048,0.2,"('hostel', 'promontory')",2,sweden
94049,0.2,"('beach', 'promontory')",2,sweden
94050,0.2,"('house', 'promontory')",2,sweden
94051,0.2,"('town', 'promontory')",2,sweden
94078,0.2,"('stream', 'campsite')",2,sweden
94079,0.2,"('resort', 'stream')",2,sweden
94080,0.2,"('stream', 'cottage')",2,sweden
94081,0.2,"('stream', 'land')",2,sweden
94082,0.2,"('lakeside', 'stream')",2,sweden
94083,0.2,"('stream', 'forest')",2,sweden
94084,0.2,"('bear', 'stream')",2,sweden
94085,0.2,"('stream', 'office')",2,sweden
94086,0.2,"('stream', 'house')",2,sweden
94087,0.2,"('town', 'stream')",2,sweden
95101,0.2,"('hill', 'stream')",2,sweden
95102,0.2,"('hill', 'campsite')",2,sweden
95103,0.2,"('resort', 'hill')",2,sweden
95104,0.2,"('hill', 'cottage')",2,sweden
95105,0.2,"('hill', 'land')",2,sweden
95106,0.2,"('lakeside', 'hill')",2,sweden
95107,0.2,"('hill', 'forest')",2,sweden
95108,0.2,"('bear', 'hill')",2,sweden
95109,0.2,"('hill', 'office')",2,sweden
95110,0.2,"('hill', 'house')",2,sweden
95111,0.2,"('town', 'hill')",2,sweden
97148,0.3,"('river', 'office')",2,sweden
97149,0.3,"('river', 'town')",2,sweden
97150,0.3,"('river', 'building')",2,sweden
97151,0.2,"('river', 'harbour')",2,sweden
97152,0.2,"('river', 'approach')",2,sweden
97153,0.2,"('river', 'island')",2,sweden
97154,0.2,"('bear', 'river')",2,sweden
97155,0.2,"('river', 'store')",2,sweden
97156,0.2,"('exhibition', 'river')",2,sweden
97157,0.2,"('river', 'restaurant')",2,sweden
97158,0.2,"('river', 'house')",2,sweden
97159,0.2,"('river', 'coast')",2,sweden
99203,0.2,"('bridge', 'castle')",2,sweden
99204,0.2,"('river', 'castle')",2,sweden
99205,0.2,"('castle', 'harbour')",2,sweden
99206,0.2,"('approach', 'castle')",2,sweden
99207,0.2,"('castle', 'island')",2,sweden
99208,0.2,"('bear', 'castle')",2,sweden
99209,0.2,"('store', 'castle')",2,sweden
99210,0.2,"('exhibition', 'castle')",2,sweden
99211,0.2,"('castle', 'restaurant')",2,sweden
99212,0.2,"('castle', 'office')",2,sweden
99213,0.2,"('castle', 'house')",2,sweden
99214,0.2,"('town', 'castle')",2,sweden
99215,0.2,"('castle', 'building')",2,sweden
107394,0.2,"('fish', 'castle')",2,sweden
107395,0.2,"('bridge', 'fish')",2,sweden
107396,0.2,"('river', 'fish')",2,sweden
107397,0.2,"('fish', 'harbour')",2,sweden
107398,0.2,"('fish', 'approach')",2,sweden
107399,0.2,"('fish', 'island')",2,sweden
107400,0.2,"('bear', 'fish')",2,sweden
107401,0.2,"('store', 'fish')",2,sweden
107402,0.2,"('exhibition', 'fish')",2,sweden
107403,0.2,"('fish', 'restaurant')",2,sweden
107404,0.2,"('fish', 'office')",2,sweden
107405,0.2,"('fish', 'house')",2,sweden
107406,0.2,"('town', 'fish')",2,sweden
107407,0.2,"('fish', 'building')",2,sweden
123777,0.2,"('shore', 'male')",2,sweden
123778,0.2,"('resort', 'male')",2,sweden
123779,0.2,"('male', 'swim')",2,sweden
123780,0.2,"('exhibition', 'male')",2,sweden
123781,0.2,"('house', 'male')",2,sweden
123782,0.2,"('town', 'male')",2,sweden
123783,0.2,"('male', 'building')",2,sweden
123904,0.2,"('river', 'theatre')",2,sweden
123905,0.2,"('theatre', 'coast')",2,sweden
123906,0.2,"('theatre', 'office')",2,sweden
123907,0.2,"('theatre', 'town')",2,sweden
123908,0.2,"('theatre', 'building')",2,sweden
123935,0.2,"('town', 'sport')",2,sweden
123936,0.2,"('sport', 'building')",2,sweden
123938,0.2,"('sea', 'beach')",2,sweden
123939,0.2,"('show', 'sea')",2,sweden
123940,0.2,"('sea', 'overlook')",2,sweden
123941,0.2,"('exhibition', 'sea')",2,sweden
123942,0.2,"('sea', 'house')",2,sweden
123943,0.2,"('town', 'sea')",2,sweden
123944,0.2,"('sea', 'building')",2,sweden
17,0.6,"('resort', 'building')",2,spain
18,0.5,"('town', 'building')",2,spain
20,0.6,"('hill', 'building')",2,spain
21,0.6,"('resort', 'hill')",2,spain
22,0.5,"('town', 'hill')",2,spain
25,0.5,"('hill', 'steep')",2,spain
26,0.5,"('steep', 'building')",2,spain
27,0.5,"('resort', 'steep')",2,spain
29,0.6,"('resort', 'beach')",2,spain
30,0.6,"('resort', 'city')",2,spain
31,0.5,"('town', 'city')",2,spain
33,0.5,"('approach', 'city')",2,spain
34,0.5,"('hill', 'approach')",2,spain
35,0.5,"('approach', 'building')",2,spain
36,0.5,"('resort', 'approach')",2,spain
38,0.5,"('mountain', 'narrow')",2,spain
39,0.5,"('castle', 'building')",2,spain
40,0.5,"('resort', 'castle')",2,spain
42,0.5,"('resort', 'restaurant')",2,spain
43,0.5,"('resort', 'seafood')",2,spain
44,0.5,"('steep', 'hillside')",2,spain
45,0.5,"('hill', 'hillside')",2,spain
46,0.5,"('hillside', 'building')",2,spain
51,0.7,"('resort', 'town')",2,spain
52,0.5,"('resort', 'cliff')",2,spain
53,0.5,"('steep', 'cliff')",2,spain
54,0.6,"('resort', 'house')",2,spain
55,0.5,"('cliff', 'house')",2,spain
56,0.5,"('town', 'house')",2,spain
21,0.4,"('town', 'city')",2,germany
22,0.3,"('town', 'hill')",2,germany
23,0.3,"('town', 'restaurant')",2,germany
24,0.3,"('town', 'building')",2,germany
25,0.3,"('city', 'building')",2,germany
26,0.4,"('house', 'building')",2,germany
27,0.3,"('town', 'house')",2,germany
29,0.3,"('house', 'climb')",2,germany
30,0.3,"('climb', 'building')",2,germany
31,0.3,"('town', 'climb')",2,germany
33,0.3,"('hotel', 'shore')",2,germany
34,0.3,"('hotel', 'climb')",2,germany
35,0.3,"('town', 'hotel')",2,germany
37,0.3,"('house', 'seat')",2,germany
38,0.3,"('building', 'seat')",2,germany
40,0.3,"('hotel', 'overlook')",2,germany
41,0.3,"('climb', 'overlook')",2,germany
42,0.3,"('town', 'overlook')",2,germany
47,0.3,"('climb', 'ground')",2,germany
48,0.3,"('house', 'ground')",2,germany
49,0.3,"('building', 'ground')",2,germany
54,0.3,"('town', 'giant')",2,germany
55,0.3,"('beer', 'seat')",2,germany
56,0.3,"('house', 'beer')",2,germany
57,0.3,"('beer', 'building')",2,germany
62,0.3,"('hotel', 'beach')",2,germany
63,0.3,"('shore', 'beach')",2,germany
65,0.3,"('town', 'garden')",2,germany
66,0.3,"('office', 'building')",2,germany
67,0.3,"('city', 'office')",2,germany
69,0.3,"('hall', 'city')",2,germany
70,0.3,"('lakeside', 'hotel')",2,germany
71,0.3,"('resort', 'lakeside')",2,germany
72,0.3,"('resort', 'hotel')",2,germany
23,0.2,"('sea', 'produce')",2,peru
24,0.2,"('town', 'sea')",2,peru
25,0.2,"('city', 'sea')",2,peru
30,0.2,"('city', 'condor')",2,peru
31,0.2,"('fish', 'condor')",2,peru
32,0.2,"('fish', 'fox')",2,peru
33,0.2,"('condor', 'fox')",2,peru
35,0.4,"('town', 'city')",2,peru
36,0.4,"('city', 'produce')",2,peru
37,0.3,"('town', 'produce')",2,peru
39,0.2,"('produce', 'building')",2,peru
40,0.2,"('city', 'building')",2,peru
41,0.2,"('house', 'building')",2,peru
43,0.2,"('citadel', 'building')",2,peru
44,0.2,"('citadel', 'produce')",2,peru
45,0.2,"('citadel', 'town')",2,peru
46,0.2,"('citadel', 'city')",2,peru
51,0.2,"('citadel', 'approach')",2,peru
52,0.2,"('approach', 'building')",2,peru
53,0.2,"('approach', 'produce')",2,peru
54,0.2,"('approach', 'city')",2,peru
66,0.2,"('town', 'bank')",2,peru
67,0.2,"('city', 'bank')",2,peru
69,0.2,"('citadel', 'bridge')",2,peru
70,0.2,"('bridge', 'town')",2,peru
72,0.2,"('vegetation', 'approach')",2,peru
73,0.2,"('citadel', 'vegetation')",2,peru
74,0.2,"('vegetation', 'building')",2,peru
75,0.2,"('vegetation', 'produce')",2,peru
76,0.2,"('vegetation', 'city')",2,peru
103,0.2,"('bridge', 'plaza')",2,peru
104,0.2,"('citadel', 'plaza')",2,peru
105,0.2,"('town', 'plaza')",2,peru
110,0.2,"('vegetation', 'steep')",2,peru
111,0.2,"('steep', 'approach')",2,peru
112,0.2,"('citadel', 'steep')",2,peru
113,0.2,"('steep', 'building')",2,peru
114,0.2,"('steep', 'produce')",2,peru
115,0.2,"('steep', 'city')",2,peru
173,0.2,"('town', 'shop')",2,peru
174,0.2,"('fortress', 'building')",2,peru
175,0.2,"('fortress', 'house')",2,peru
177,0.2,"('fortress', 'puma')",2,peru
178,0.2,"('puma', 'building')",2,peru
179,0.2,"('puma', 'house')",2,peru
184,0.2,"('town', 'jungle')",2,peru
185,0.2,"('animal', 'condor')",2,peru
186,0.2,"('animal', 'city')",2,peru
43,0.3,"('bank', 'building')",2,italy
44,0.2,"('city', 'bank')",2,italy
46,0.2,"('ascent', 'bank')",2,italy
47,0.2,"('ascent', 'building')",2,italy
49,0.2,"('headquarters', 'bank')",2,italy
50,0.2,"('headquarters', 'building')",2,italy
52,0.2,"('headquarters', 'palace')",2,italy
53,0.2,"('palace', 'bank')",2,italy
54,0.2,"('palace', 'building')",2,italy
59,0.2,"('exhibition', 'hotel')",2,italy
60,0.2,"('exhibition', 'city')",2,italy
61,0.2,"('exhibition', 'shop')",2,italy
62,0.2,"('exhibition', 'town')",2,italy
63,0.2,"('exhibition', 'building')",2,italy
90,0.2,"('exhibition', 'house')",2,italy
91,0.2,"('narrow', 'house')",2,italy
92,0.2,"('city', 'house')",2,italy
93,0.2,"('shop', 'house')",2,italy
94,0.2,"('town', 'house')",2,italy
106,0.2,"('narrow', 'cliff')",2,italy
107,0.3,"('exhibition', 'office')",2,italy
108,0.2,"('house', 'office')",2,italy
109,0.2,"('hotel', 'office')",2,italy
110,0.2,"('city', 'office')",2,italy
111,0.2,"('shop', 'office')",2,italy
112,0.2,"('town', 'office')",2,italy
113,0.2,"('building', 'office')",2,italy
172,0.2,"('cliff', 'sea')",2,italy
173,0.2,"('resort', 'sea')",2,italy
174,0.2,"('garden', 'house')",2,italy
175,0.2,"('town', 'building')",2,italy
176,0.3,"('shop', 'town')",2,italy
177,0.2,"('shop', 'building')",2,italy
179,0.3,"('shop', 'city')",2,italy
180,0.3,"('town', 'city')",2,italy
181,0.3,"('city', 'building')",2,italy
182,0.2,"('city', 'restaurant')",2,italy
188,0.2,"('hotel', 'city')",2,italy
189,0.2,"('shop', 'hotel')",2,italy
190,0.2,"('town', 'hotel')",2,italy
191,0.2,"('hotel', 'building')",2,italy
192,0.2,"('hotel', 'restaurant')",2,italy
204,0.3,"('shop', 'port')",2,italy
205,0.2,"('port', 'office')",2,italy
206,0.2,"('exhibition', 'port')",2,italy
207,0.2,"('hotel', 'port')",2,italy
208,0.2,"('city', 'port')",2,italy
209,0.2,"('town', 'port')",2,italy
210,0.2,"('port', 'building')",2,italy
211,0.2,"('restaurant', 'port')",2,italy
333,0.2,"('architecture', 'bank')",2,italy
334,0.2,"('architecture', 'city')",2,italy
335,0.2,"('architecture', 'building')",2,italy
340,0.2,"('architecture', 'arcade')",2,italy
341,0.2,"('arcade', 'bank')",2,italy
342,0.2,"('city', 'arcade')",2,italy
343,0.2,"('arcade', 'building')",2,italy
355,0.2,"('factory', 'port')",2,italy
356,0.2,"('factory', 'office')",2,italy
357,0.2,"('exhibition', 'factory')",2,italy
358,0.2,"('hotel', 'factory')",2,italy
359,0.2,"('factory', 'city')",2,italy
360,0.2,"('shop', 'factory')",2,italy
361,0.2,"('town', 'factory')",2,italy
362,0.2,"('factory', 'building')",2,italy
610,0.2,"('fish', 'port')",2,italy
611,0.2,"('shop', 'fish')",2,italy
613,0.2,"('wine', 'arcade')",2,italy
614,0.2,"('architecture', 'wine')",2,italy
615,0.2,"('wine', 'bank')",2,italy
616,0.2,"('wine', 'city')",2,italy
617,0.2,"('wine', 'building')",2,italy
644,0.2,"('horse', 'factory')",2,italy
645,0.2,"('horse', 'port')",2,italy
646,0.2,"('horse', 'office')",2,italy
647,0.2,"('exhibition', 'horse')",2,italy
648,0.2,"('hotel', 'horse')",2,italy
649,0.2,"('horse', 'city')",2,italy
650,0.2,"('shop', 'horse')",2,italy
651,0.2,"('town', 'horse')",2,italy
652,0.2,"('horse', 'building')",2,italy
1155,0.2,"('fish', 'islands')",2,italy
1156,0.2,"('islands', 'port')",2,italy
1157,0.2,"('shop', 'islands')",2,italy
1162,0.2,"('horse', 'mausoleum')",2,italy
1163,0.2,"('mausoleum', 'factory')",2,italy
